Nombre;Total;Por mil
ANTONIO;674.765;32,879
JOSE;592.425;28,867
MANUEL;588.899;28,695
FRANCISCO;497.527;24,243
DAVID;359.126;17,499
JUAN;345.922;16,856
JOSE ANTONIO;308.101;15,013
JAVIER;305.494;14,886
JOSE LUIS;290.308;14,146
DANIEL;287.153;13,992
FRANCISCO JAVIER;286.649;13,967
CARLOS;277.336;13,514
JESUS;277.195;13,507
ALEJANDRO;256.646;12,505
MIGUEL;247.058;12,038
JOSE MANUEL;240.774;11,732
RAFAEL;235.045;11,453
PEDRO;224.357;10,932
MIGUEL ANGEL;224.177;10,923
ANGEL;219.652;10,703
PABLO;216.336;10,541
JOSE MARIA;207.721;10,122
SERGIO;205.179;9,998
FERNANDO;202.573;9,871
LUIS;193.363;9,422
JORGE;191.585;9,335
ALBERTO;178.094;8,678
ALVARO;157.618;7,68
JUAN CARLOS;155.321;7,568
JUAN JOSE;152.543;7,433
DIEGO;150.550;7,336
ADRIAN;147.928;7,208
RAUL;139.154;6,78
JUAN ANTONIO;133.904;6,525
ENRIQUE;129.281;6,299
IVAN;128.800;6,276
RUBEN;127.214;6,199
RAMON;123.014;5,994
OSCAR;121.768;5,933
VICENTE;119.554;5,825
ANDRES;115.596;5,633
JUAN MANUEL;112.264;5,47
JOAQUIN;112.165;5,465
SANTIAGO;108.810;5,302
EDUARDO;104.952;5,114
VICTOR;102.961;5,017
MARIO;99.882;4,867
JAIME;96.238;4,689
ROBERTO;95.542;4,655
FRANCISCO JOSE;95.190;4,638
MARCOS;90.710;4,42
IGNACIO;89.805;4,376
ALFONSO;84.385;4,112
JORDI;82.954;4,042
SALVADOR;81.155;3,954
RICARDO;80.377;3,916
HUGO;77.945;3,798
EMILIO;72.921;3,553
GUILLERMO;71.763;3,497
MARC;68.168;3,322
JULIO;67.373;3,283
GABRIEL;66.998;3,265
JULIAN;66.957;3,263
GONZALO;65.637;3,198
JOSE MIGUEL;64.242;3,13
TOMAS;64.077;3,122
AGUSTIN;62.562;3,048
JOSE RAMON;58.538;2,852
MARTIN;56.826;2,769
FELIX;55.902;2,724
JOAN;55.792;2,719
NICOLAS;55.284;2,694
ISMAEL;53.724;2,618
SAMUEL;52.022;2,535
CRISTIAN;50.649;2,468
AITOR;50.564;2,464
HECTOR;47.071;2,294
JUAN FRANCISCO;47.041;2,292
JOSEP;46.234;2,253
MARIANO;45.051;2,195
IKER;44.881;2,187
DOMINGO;44.526;2,17
JOSE CARLOS;44.277;2,157
LUCAS;43.731;2,131
ALFREDO;42.777;2,084
CESAR;42.619;2,077
ALEX;41.742;2,034
SEBASTIAN;41.398;2,017
JOSE ANGEL;40.555;1,976
FELIPE;40.165;1,957
JOSE IGNACIO;39.365;1,918
VICTOR MANUEL;38.194;1,861
RODRIGO;36.648;1,786
LUIS MIGUEL;36.134;1,761
JOSE FRANCISCO;34.232;1,668
JUAN LUIS;34.105;1,662
GREGORIO;33.865;1,65
XAVIER;33.836;1,649
ALBERT;33.324;1,624
MATEO;31.161;1,518
LORENZO;30.810;1,501
PAU;30.762;1,499
CRISTOBAL;30.365;1,48
ESTEBAN;30.274;1,475
ANTONIO JOSE;30.104;1,467
BORJA;30.068;1,465
ARTURO;29.428;1,434
AARON;28.667;1,397
EUGENIO;27.663;1,348
JOSE JAVIER;27.560;1,343
JUAN MIGUEL;26.857;1,309
ANTONIO JESUS;26.720;1,302
JESUS MARIA;26.318;1,282
ERIC;26.264;1,28
ISAAC;26.183;1,276
FRANCISCO MANUEL;26.008;1,267
JAUME;25.899;1,262
IZAN;25.758;1,255
ASIER;25.532;1,244
JOEL;25.308;1,233
GERMAN;24.529;1,195
PEDRO JOSE;23.997;1,169
ABEL;23.971;1,168
JOSE VICENTE;23.623;1,151
JONATHAN;23.295;1,135
MIKEL;23.108;1,126
UNAI;22.897;1,116
SERGI;22.752;1,109
MOISES;22.604;1,101
DARIO;22.589;1,101
JUAN RAMON;21.983;1,071
VALENTIN;21.859;1,065
ADOLFO;21.616;1,053
JUAN PEDRO;21.465;1,046
IÑIGO;21.339;1,04
CHRISTIAN;20.853;1,016
MANUEL JESUS;20.762;1,012
MOHAMED;20.760;1,012
JON;20.516;1
GERARD;20.509;0,999
BRUNO;20.272;0,988
POL;20.271;0,988
ISIDRO;20.109;0,98
BENITO;19.960;0,973
MIQUEL;19.606;0,955
ERNESTO;19.492;0,95
ARNAU;19.247;0,938
ISRAEL;19.209;0,936
ORIOL;19.205;0,936
BERNARDO;19.112;0,931
GERARDO;18.882;0,92
ANTONIO MANUEL;18.738;0,913
CARMELO;18.561;0,904
ELOY;18.354;0,894
JONATAN;18.225;0,888
FRANCESC;17.987;0,876
PASCUAL;17.893;0,872
JESUS MANUEL;17.277;0,842
FEDERICO;17.154;0,836
MARCO;17.046;0,831
JUAN JESUS;16.677;0,813
JOSE ALBERTO;16.619;0,81
BARTOLOME;16.337;0,796
ADRIA;16.316;0,795
JOSEP MARIA;16.251;0,792
LEO;16.200;0,789
IÑAKI;15.902;0,775
ALONSO;15.661;0,763
MARCELINO;15.572;0,759
PERE;15.509;0,756
ROGER;15.486;0,755
CARLES;15.353;0,748
FERMIN;15.345;0,748
LLUIS;15.120;0,737
ANTONI;14.906;0,726
ELIAS;14.714;0,717
PEDRO ANTONIO;14.695;0,716
BENJAMIN;14.681;0,715
MARTI;14.628;0,713
GUILLEM;14.616;0,712
KEVIN;14.528;0,708
AURELIO;14.372;0,7
ANDER;14.338;0,699
LUIS ALBERTO;14.312;0,697
MATIAS;14.310;0,697
JOSE ENRIQUE;14.300;0,697
SAUL;14.269;0,695
ANGEL LUIS;14.175;0,691
OLIVER;13.792;0,672
JUAN IGNACIO;13.563;0,661
FRANCISCO JESUS;13.544;0,66
ERIK;13.254;0,646
JACINTO;13.210;0,644
XABIER;13.121;0,639
EUSEBIO;13.108;0,639
ABRAHAM;13.072;0,637
JUAN PABLO;13.055;0,636
JERONIMO;12.984;0,633
GORKA;12.906;0,629
MARCO ANTONIO;12.895;0,628
FERRAN;12.725;0,62
VICTORIANO;12.723;0,62
ALEIX;12.652;0,616
JOSE JUAN;12.625;0,615
MANUEL ANGEL;12.544;0,611
OMAR;12.484;0,608
JULEN;12.267;0,598
ISIDORO;12.016;0,585
GUSTAVO;11.949;0,582
ENRIC;11.751;0,573
DAMIAN;11.749;0,572
YERAY;11.695;0,57
CARLOS JAVIER;11.692;0,57
LUIS MANUEL;11.642;0,567
BLAS;11.623;0,566
JUAN BAUTISTA;11.513;0,561
TEODORO;11.486;0,56
DIONISIO;11.442;0,558
PEDRO LUIS;11.413;0,556
CANDIDO;11.225;0,547
JUSTO;11.192;0,545
SANTOS;11.186;0,545
GINES;11.183;0,545
FLORENCIO;11.067;0,539
ARMANDO;10.982;0,535
JOSE DAVID;10.949;0,534
JOSE JOAQUIN;10.909;0,532
LUIS FERNANDO;10.802;0,526
CARLOS ALBERTO;10.799;0,526
JUAN MARIA;10.783;0,525
ROMAN;10.352;0,504
ENEKO;10.339;0,504
ALEXANDER;10.153;0,495
JAIRO;10.131;0,494
JAN;10.112;0,493
LEONARDO;10.110;0,493
SERAFIN;10.045;0,489
EDUARD;9.991;0,487
EMILIANO;9.988;0,487
FRANCISCO ANTONIO;9.941;0,484
EMILIO JOSE;9.856;0,48
FAUSTINO;9.769;0,476
JESUS ANGEL;9.668;0,471
MAXIMO;9.585;0,467
JOSE ANDRES;9.566;0,466
LUIS MARIA;9.491;0,462
ADAM;9.401;0,458
EDGAR;9.363;0,456
ENZO;9.345;0,455
FIDEL;9.276;0,452
BIEL;9.217;0,449
AMADOR;9.204;0,448
LUIS ANGEL;9.117;0,444
LUIS ANTONIO;9.019;0,439
RAMIRO;8.935;0,435
JACOBO;8.902;0,434
SIMON;8.793;0,428
NIL;8.781;0,428
ROGELIO;8.736;0,426
FRANCISCO MIGUEL;8.735;0,426
IAN;8.705;0,424
EZEQUIEL;8.548;0,417
ALEXIS;8.522;0,415
PEDRO MANUEL;8.433;0,411
ANDREU;8.431;0,411
CLAUDIO;8.209;0,4
ILDEFONSO;8.200;0,4
MANUEL ANTONIO;8.195;0,399
YAGO;8.160;0,398
JUAN DIOS;8.154;0,397
MODESTO;8.116;0,395
FLORENTINO;8.027;0,391
ALEXANDRE;8.009;0,39
JOAQUIM;7.981;0,389
JUAN VICENTE;7.979;0,389
LUCIANO;7.866;0,383
JOSE FERNANDO;7.852;0,383
ANTONIO JAVIER;7.777;0,379
MANUEL JOSE;7.733;0,377
JUAN DIEGO;7.705;0,375
ANTONIO MIGUEL;7.660;0,373
PAULINO;7.612;0,371
IBAI;7.581;0,369
JOSE DANIEL;7.576;0,369
CAYETANO;7.574;0,369
JULIO CESAR;7.564;0,369
ANTONIO LUIS;7.523;0,367
CONSTANTINO;7.476;0,364
LUIS JAVIER;7.420;0,362
ELADIO;7.396;0,36
JUAN ANDRES;7.387;0,36
AVELINO;7.384;0,36
CELESTINO;7.359;0,359
PEDRO MARIA;7.342;0,358
PEDRO JESUS;7.283;0,355
IAGO;7.281;0,355
ARITZ;7.267;0,354
JOSUE;7.241;0,353
LEANDRO;7.231;0,352
SATURNINO;7.196;0,351
MANEL;7.083;0,345
IGOR;7.063;0,344
AIMAR;7.034;0,343
FRANCESC XAVIER;6.993;0,341
RUFINO;6.940;0,338
NESTOR;6.882;0,335
JUAN ANGEL;6.865;0,335
CARLOS MANUEL;6.861;0,334
ANGEL MANUEL;6.845;0,334
MAURO;6.758;0,329
IMANOL;6.708;0,327
FABIAN;6.700;0,326
LUIS CARLOS;6.670;0,325
GASPAR;6.557;0,319
RICARD;6.454;0,314
GAEL;6.419;0,313
MARKEL;6.399;0,312
CLEMENTE;6.365;0,31
DYLAN;6.340;0,309
OIER;6.299;0,307
ANDONI;6.283;0,306
BASILIO;6.257;0,305
RAIMUNDO;6.210;0,303
FELICIANO;6.136;0,299
JOSU;6.108;0,298
BRAIS;6.098;0,297
JORGE LUIS;6.056;0,295
AHMED;6.043;0,294
HILARIO;6.017;0,293
BERNAT;5.959;0,29
EVARISTO;5.857;0,285
ANGEL MARIA;5.834;0,284
JOSEBA;5.814;0,283
JESUS ANTONIO;5.803;0,283
MARCELO;5.750;0,28
JUAN ALBERTO;5.724;0,279
DIDAC;5.701;0,278
FERNANDO JOSE;5.661;0,276
MARCIAL;5.661;0,276
LAUREANO;5.647;0,275
ELISEO;5.605;0,273
NARCISO;5.506;0,268
BENIGNO;5.460;0,266
CECILIO;5.373;0,262
ANTONIO FRANCISCO;5.354;0,261
BERNARDINO;5.343;0,26
PATRICIO;5.334;0,26
PEDRO PABLO;5.298;0,258
SEGUNDO;5.292;0,258
FRANCISCO LUIS;5.286;0,258
ALAN;5.220;0,254
ROBERTO CARLOS;5.214;0,254
NOEL;5.195;0,253
LEOPOLDO;5.178;0,252
VALERIANO;5.109;0,249
LUCA;5.108;0,249
PEDRO JAVIER;5.064;0,247
MOHAMMED;4.982;0,243
CESAREO;4.964;0,242
ADAN;4.959;0,242
DEMETRIO;4.948;0,241
CAMILO;4.873;0,237
LUIS ENRIQUE;4.860;0,237
ROQUE;4.776;0,233
FRANCISCO BORJA;4.697;0,229
ANASTASIO;4.677;0,228
PELAYO;4.676;0,228
CIPRIANO;4.638;0,226
FABIO;4.616;0,225
OCTAVIO;4.603;0,224
JOSE FELIX;4.554;0,222
BERNABE;4.551;0,222
BIENVENIDO;4.549;0,222
FRANCISCO ASIS;4.539;0,221
BALTASAR;4.515;0,22
JESUS MIGUEL;4.497;0,219
CARLOS JOSE;4.490;0,219
THIAGO;4.486;0,219
ANSELMO;4.473;0,218
MANUEL ALEJANDRO;4.455;0,217
ROBERT;4.441;0,216
JOSE GABRIEL;4.431;0,216
ALAIN;4.430;0,216
MARCEL;4.429;0,216
AMADEO;4.397;0,214
LAZARO;4.390;0,214
JOSE PEDRO;4.384;0,214
LUCIO;4.366;0,213
MANUEL FRANCISCO;4.365;0,213
MAURICIO;4.349;0,212
ELOI;4.330;0,211
RODOLFO;4.314;0,21
LUIS FRANCISCO;4.298;0,209
PLACIDO;4.296;0,209
PEDRO MIGUEL;4.283;0,209
EULOGIO;4.273;0,208
IGNASI;4.272;0,208
BRIAN;4.235;0,206
FULGENCIO;4.224;0,206
ANTON;4.190;0,204
CASIMIRO;4.183;0,204
JOSE RAFAEL;4.180;0,204
TEOFILO;4.162;0,203
CELSO;4.129;0,201
BEÑAT;4.124;0,201
JOSE DOMINGO;4.122;0,201
JESUS JAVIER;4.117;0,201
JUAN ENRIQUE;4.110;0,2
BALDOMERO;4.077;0,199
JORGE JUAN;4.050;0,197
MAX;4.046;0,197
LLUC;4.045;0,197
ALBERTO JOSE;4.013;0,196
AXEL;4.000;0,195
HERMINIO;3.984;0,194
MAXIMINO;3.984;0,194
PABLO JOSE;3.982;0,194
JUAN DAVID;3.938;0,192
VICENTE JOSE;3.913;0,191
VICENT;3.911;0,191
VICTOR JOSE;3.840;0,187
IBON;3.838;0,187
ANIBAL;3.790;0,185
YOUSSEF;3.778;0,184
AQUILINO;3.772;0,184
IBAN;3.740;0,182
GUMERSINDO;3.732;0,182
JOSE PABLO;3.729;0,182
NORBERTO;3.686;0,18
NOE;3.676;0,179
VIDAL;3.658;0,178
BONIFACIO;3.625;0,177
JOSE ALEJANDRO;3.607;0,176
GAIZKA;3.605;0,176
JOSE TOMAS;3.597;0,175
MARINO;3.595;0,175
VICTORINO;3.583;0,175
JUAN GABRIEL;3.579;0,174
ANTONIO MARIA;3.571;0,174
UNAX;3.558;0,173
LUIS ALFONSO;3.557;0,173
JUAN FERNANDO;3.553;0,173
MELCHOR;3.553;0,173
HIPOLITO;3.507;0,171
MARCOS ANTONIO;3.493;0,17
ROSENDO;3.467;0,169
ELEUTERIO;3.445;0,168
JOSE JESUS;3.440;0,168
ARSENIO;3.437;0,167
JOSE ALFONSO;3.405;0,166
ANTONIO DAVID;3.401;0,166
HIGINIO;3.401;0,166
JOSE EMILIO;3.392;0,165
KILIAN;3.369;0,164
NOAH;3.359;0,164
PEDRO ANGEL;3.356;0,164
EDUARDO JOSE;3.326;0,162
TEO;3.324;0,162
VIRGILIO;3.301;0,161
ALEJANDRO JOSE;3.290;0,16
ORLANDO;3.269;0,159
FRANCISCO RAMON;3.263;0,159
RAYAN;3.262;0,159
URBANO;3.247;0,158
ENRIQUE JOSE;3.231;0,157
CARLOS ENRIQUE;3.225;0,157
ANGEL JOSE;3.221;0,157
SAID;3.219;0,157
ISAIAS;3.218;0,157
PEDRO JUAN;3.188;0,155
ALI;3.172;0,155
SEVERINO;3.164;0,154
ALEJO;3.134;0,153
CEFERINO;3.128;0,152
CARLOS ANTONIO;3.126;0,152
ABELARDO;3.106;0,151
VENANCIO;3.106;0,151
ANXO;3.103;0,151
MIGUEL ANTONIO;3.076;0,15
JOSE JULIAN;3.070;0,15
LANDER;3.062;0,149
ARKAITZ;3.054;0,149
JOSE BENITO;3.052;0,149
YOEL;3.047;0,148
JOSE EDUARDO;3.022;0,147
JESUS ALBERTO;3.013;0,147
ENDIKA;3.011;0,147
GUSTAVO ADOLFO;3.003;0,146
EDER;2.997;0,146
JUAN RAFAEL;2.990;0,146
MAXIMILIANO;2.989;0,146
MANUEL MARIA;2.987;0,146
JON ANDER;2.986;0,145
ADAY;2.983;0,145
JOSE RAUL;2.975;0,145
NACHO;2.965;0,144
JOSE AGUSTIN;2.957;0,144
DIEGO JOSE;2.956;0,144
INOCENCIO;2.947;0,144
AUGUSTO;2.946;0,144
DENIS;2.944;0,143
URKO;2.886;0,141
BELTRAN;2.881;0,14
PRIMITIVO;2.859;0,139
ANGEL ANTONIO;2.857;0,139
CARLOS JESUS;2.848;0,139
ROC;2.844;0,139
ION;2.841;0,138
FERNANDO JAVIER;2.839;0,138
GENIS;2.836;0,138
BAUTISTA;2.792;0,136
BRAULIO;2.785;0,136
CONRADO;2.778;0,135
JOSE RICARDO;2.775;0,135
GENARO;2.762;0,135
NEMESIO;2.746;0,134
JORGE MANUEL;2.730;0,133
PRUDENCIO;2.730;0,133
LUIS JOSE;2.719;0,132
DELFIN;2.697;0,131
AGUSTI;2.678;0,13
AGAPITO;2.661;0,13
BRYAN;2.658;0,13
EFREN;2.657;0,129
YERAI;2.644;0,129
JOSE JULIO;2.638;0,129
LUIS EDUARDO;2.628;0,128
ANTONIO ANGEL;2.624;0,128
JORGE ANTONIO;2.619;0,128
INDALECIO;2.615;0,127
RACHID;2.615;0,127
JUAN CRUZ;2.612;0,127
XAVI;2.603;0,127
LEONCIO;2.595;0,126
SECUNDINO;2.592;0,126
ESTEVE;2.577;0,126
EKAITZ;2.570;0,125
LLORENÇ;2.546;0,124
BILAL;2.535;0,124
LUIS FELIPE;2.531;0,123
JACOB;2.525;0,123
PABLO ANTONIO;2.521;0,123
JULIO ALBERTO;2.506;0,122
PEDRO FRANCISCO;2.498;0,122
OVIDIO;2.495;0,122
TONI;2.493;0,121
LUIS MARIANO;2.491;0,121
ANTONIO RAMON;2.477;0,121
FAUSTO;2.465;0,12
JUAN ALFONSO;2.449;0,119
AMBROSIO;2.448;0,119
GABINO;2.445;0,119
FRANCISCO DAVID;2.439;0,119
ANGEL JESUS;2.432;0,119
FRANCISCO PAULA;2.405;0,117
ANICETO;2.392;0,117
MICHAEL;2.386;0,116
HASSAN;2.376;0,116
VICENTE JAVIER;2.364;0,115
CARLOS MIGUEL;2.361;0,115
SILVESTRE;2.337;0,114
HUMBERTO;2.336;0,114
KARIM;2.327;0,113
JULIO JOSE;2.326;0,113
OIHAN;2.319;0,113
HELIODORO;2.318;0,113
NICANOR;2.310;0,113
LEON;2.308;0,112
DESIDERIO;2.300;0,112
VICENÇ;2.288;0,111
SABINO;2.284;0,111
LUIS IGNACIO;2.283;0,111
ROI;2.281;0,111
TELMO;2.281;0,111
LINO;2.274;0,111
ANAS;2.265;0,11
ANGEL FRANCISCO;2.259;0,11
SIXTO;2.258;0,11
SEVERIANO;2.247;0,109
LIAM;2.241;0,109
IBRAHIM;2.236;0,109
HERMENEGILDO;2.228;0,109
JONAS;2.227;0,109
JESUS DAVID;2.212;0,108
JOSE MARTIN;2.205;0,107
ULISES;2.200;0,107
JUAN SALVADOR;2.192;0,107
ESTANISLAO;2.186;0,107
HERNAN;2.186;0,107
HORACIO;2.185;0,106
PAUL;2.180;0,106
DAMASO;2.172;0,106
CARLOS LUIS;2.167;0,106
HONORIO;2.162;0,105
RAFAEL ANGEL;2.160;0,105
QUIM;2.157;0,105
JONAY;2.154;0,105
RAFAEL ANTONIO;2.154;0,105
VENTURA;2.153;0,105
DIEGO JESUS;2.144;0,104
ANTOLIN;2.141;0,104
ERNEST;2.138;0,104
JUAN DANIEL;2.136;0,104
VICENTE MANUEL;2.134;0,104
RAFAEL JESUS;2.133;0,104
IGNACIO JAVIER;2.128;0,104
JOSE GREGORIO;2.115;0,103
MIGUEL JOSE;2.112;0,103
JUAN SEBASTIAN;2.105;0,103
ERICK;2.103;0,102
JOKIN;2.089;0,102
JESUS FRANCISCO;2.087;0,102
CARLOS ANDRES;2.072;0,101
EGOITZ;2.062;0,1
MANUEL LUIS;2.060;0,1
DANEL;2.054;0,1
ABRAHAN;2.048;0,1
BENEDICTO;2.048;0,1
AYOUB;2.047;0,1
JOSEP LLUIS;2.047;0,1
SEBASTIA;2.047;0,1
CELEDONIO;2.037;0,099
EUSTAQUIO;2.032;0,099
OSCAR LUIS;2.031;0,099
MUSTAPHA;2.028;0,099
WENCESLAO;2.019;0,098
FRANCISCO GABRIEL;2.016;0,098
JUAN JAVIER;2.008;0,098
JOSE ALFREDO;1.988;0,097
JOSE PASCUAL;1.975;0,096
JOSE SALVADOR;1.971;0,096
MANUEL RAMON;1.971;0,096
OSCAR MANUEL;1.963;0,096
ADRIANO;1.962;0,096
IGNACIO JOSE;1.959;0,095
NARCIS;1.959;0,095
SILVERIO;1.958;0,095
SERVANDO;1.955;0,095
LUIS JESUS;1.947;0,095
ALBINO;1.946;0,095
OLEGARIO;1.940;0,095
ARCADIO;1.934;0,094
HODEI;1.931;0,094
RAFAEL JOSE;1.931;0,094
CARLOS MARIA;1.929;0,094
NICASIO;1.918;0,093
ANTONIO JUAN;1.909;0,093
VICTOR JAVIER;1.908;0,093
ARGIMIRO;1.900;0,093
MANUEL ENRIQUE;1.900;0,093
FERNANDO MANUEL;1.896;0,092
AIRAM;1.890;0,092
JULIO ANTONIO;1.879;0,092
AMADO;1.878;0,092
ANGEL MIGUEL;1.863;0,091
ARAN;1.860;0,091
PABLO JESUS;1.853;0,09
ALFONSO JOSE;1.840;0,09
AYMAN;1.840;0,09
EPIFANIO;1.840;0,09
HAMZA;1.838;0,09
ANGEL DAVID;1.827;0,089
RICARDO JOSE;1.826;0,089
DEREK;1.822;0,089
RUBEN DARIO;1.821;0,089
VICTOR HUGO;1.808;0,088
CARLOS FRANCISCO;1.805;0,088
FRANCISCO VICENTE;1.800;0,088
PABLO MANUEL;1.800;0,088
BALBINO;1.795;0,087
CESAR AUGUSTO;1.794;0,087
AMANCIO;1.791;0,087
DIMAS;1.790;0,087
JUSTINO;1.782;0,087
ANTONIO CARLOS;1.780;0,087
NEIZAN;1.779;0,087
ETHAN;1.776;0,087
FERNANDO JESUS;1.775;0,086
ANTONIO VICENTE;1.772;0,086
ALEJANDRO MANUEL;1.769;0,086
DIEGO MANUEL;1.759;0,086
DANIEL JESUS;1.757;0,086
ZACARIAS;1.756;0,086
JESUS RAMON;1.755;0,086
XOEL;1.744;0,085
GUZMAN;1.741;0,085
YASSIN;1.738;0,085
JESUS JOSE;1.737;0,085
ENRIQUE MANUEL;1.733;0,084
ABILIO;1.732;0,084
ALVARO JOSE;1.732;0,084
JUAN DOMINGO;1.726;0,084
NABIL;1.724;0,084
MANUEL VICENTE;1.721;0,084
CRESCENCIO;1.709;0,083
EKAIN;1.709;0,083
VICTORIO;1.703;0,083
JESUS IGNACIO;1.702;0,083
GIL;1.697;0,083
JOSE ROBERTO;1.696;0,083
BUENAVENTURA;1.676;0,082
BARTOMEU;1.674;0,082
REMIGIO;1.674;0,082
DONATO;1.672;0,081
ANGEL JAVIER;1.670;0,081
GILBERTO;1.667;0,081
FRANCISCO RAFAEL;1.665;0,081
ANER;1.662;0,081
ABDELKADER;1.658;0,081
KOLDO;1.658;0,081
FRANCISCO JUAN;1.654;0,081
JESUS CARLOS;1.650;0,08
JOSE SANTIAGO;1.645;0,08
AURELIANO;1.640;0,08
ANIOL;1.628;0,079
CARLOS DAVID;1.624;0,079
JORGE ALBERTO;1.624;0,079
MIQUEL ANGEL;1.623;0,079
PERFECTO;1.619;0,079
NELSON;1.606;0,078
ROMUALDO;1.606;0,078
ANTONIO RAFAEL;1.604;0,078
ANDRES JESUS;1.591;0,078
LUIS RAMON;1.583;0,077
FRANCISCO DANIEL;1.582;0,077
JOSE EUGENIO;1.581;0,077
RENE;1.581;0,077
BLAI;1.580;0,077
ALFONSO CARLOS;1.571;0,077
COSME;1.566;0,076
RICHARD;1.566;0,076
MATEU;1.564;0,076
JOSE IVAN;1.563;0,076
SANTIAGO JOSE;1.563;0,076
LUIS DAVID;1.556;0,076
JOAN CARLES;1.551;0,076
MARÇAL;1.551;0,076
SAMIR;1.545;0,075
JOSE JORGE;1.540;0,075
RAFEL;1.540;0,075
JUAN AGUSTIN;1.539;0,075
ALBERTO MANUEL;1.535;0,075
CARLOS DANIEL;1.532;0,075
FERNANDO LUIS;1.527;0,074
FRANCISCO ANGEL;1.524;0,074
TIMOTEO;1.524;0,074
ENRIQUE JAVIER;1.521;0,074
ABDELLAH;1.514;0,074
LAURENTINO;1.512;0,074
MIGUEL MARIA;1.510;0,074
JUAN MARCOS;1.503;0,073
ARTUR;1.496;0,073
JESUS LUIS;1.492;0,073
JOAN JOSEP;1.491;0,073
TRISTAN;1.491;0,073
KHALID;1.484;0,072
MIGUEL JESUS;1.480;0,072
MANUEL CARLOS;1.476;0,072
LUIS VICENTE;1.475;0,072
KEPA;1.473;0,072
AMALIO;1.466;0,071
ANDRES FELIPE;1.462;0,071
ENOL;1.457;0,071
MANUEL ALBERTO;1.457;0,071
CARLOS EDUARDO;1.451;0,071
JOSEP ANTONI;1.447;0,071
PEPE;1.447;0,071
JORGE ENRIQUE;1.446;0,07
JUAN ESTEBAN;1.442;0,07
MANUEL FERNANDO;1.442;0,07
RAMON JOSE;1.437;0,07
CRISTOFER;1.432;0,07
CIRILO;1.429;0,07
JUAN TOMAS;1.429;0,07
PABLO JAVIER;1.429;0,07
JOSE DAMIAN;1.428;0,07
JOSE DIEGO;1.425;0,069
JOSE GUILLERMO;1.421;0,069
JOSE MARIO;1.417;0,069
DANIEL ALEJANDRO;1.414;0,069
REYES;1.413;0,069
DOROTEO;1.412;0,069
LISARDO;1.412;0,069
EMETERIO;1.411;0,069
ALBERTO JESUS;1.410;0,069
LUIS ALEJANDRO;1.410;0,069
JOSE FELIPE;1.405;0,068
ARON;1.402;0,068
ANTONINO;1.399;0,068
EMMANUEL;1.396;0,068
IGNACIO MARIA;1.393;0,068
AMABLE;1.390;0,068
NICO;1.387;0,068
OSCAR JAVIER;1.385;0,067
DAVID JOSE;1.384;0,067
JOSEP ORIOL;1.383;0,067
BRAYAN;1.381;0,067
JUAN EMILIO;1.380;0,067
SERGIO MANUEL;1.375;0,067
ZAKARIA;1.374;0,067
EDELMIRO;1.373;0,067
ALBERTO JAVIER;1.371;0,067
JULIO MANUEL;1.370;0,067
MANUEL DAVID;1.370;0,067
GIOVANNI;1.368;0,067
RAYCO;1.368;0,067
JUAN FELIPE;1.364;0,066
ONOFRE;1.363;0,066
JOSE JAIME;1.360;0,066
ARIEL;1.356;0,066
DIEGO ANTONIO;1.356;0,066
JOSE MARIANO;1.354;0,066
AMETS;1.349;0,066
GUILLERMO JOSE;1.345;0,066
PEIO;1.345;0,066
URIEL;1.344;0,065
DAVID JESUS;1.343;0,065
SENEN;1.342;0,065
ABDELAZIZ;1.339;0,065
LUKA;1.339;0,065
DANIEL JOSE;1.337;0,065
BRAHIM;1.335;0,065
SANDRO;1.330;0,065
ANDRES MANUEL;1.329;0,065
JUAN MARTIN;1.326;0,065
JOSHUA;1.325;0,065
NATALIO;1.325;0,065
ALESSANDRO;1.324;0,065
SERGIO JOSE;1.324;0,065
ABDESLAM;1.320;0,064
FRUCTUOSO;1.317;0,064
CHRISTOPHER;1.314;0,064
ROMEO;1.309;0,064
AMIN;1.304;0,064
JESUS FERNANDO;1.304;0,064
HICHAM;1.301;0,063
HERIBERTO;1.298;0,063
EVELIO;1.297;0,063
FRANCISCO TOMAS;1.297;0,063
IOSU;1.297;0,063
JUAN FELIX;1.292;0,063
MARCIANO;1.288;0,063
PATXI;1.286;0,063
JOSE ESTEBAN;1.285;0,063
JOSE LORENZO;1.278;0,062
MIGUEL FRANCISCO;1.277;0,062
FERNANDO ANTONIO;1.276;0,062
AMANDO;1.264;0,062
HARITZ;1.262;0,061
MACARIO;1.262;0,061
JORDAN;1.260;0,061
ALFONSO JAVIER;1.259;0,061
JESUS SALVADOR;1.259;0,061
MARK;1.259;0,061
LUIS ALFREDO;1.256;0,061
FRANCISCO ANDRES;1.254;0,061
CIRIACO;1.253;0,061
UBALDO;1.253;0,061
CALIXTO;1.248;0,061
ARES;1.245;0,061
JOAQUIN MANUEL;1.244;0,061
ROBERTO JOSE;1.243;0,061
PAULO;1.238;0,06
ANTONIO JOAQUIN;1.237;0,06
JOAN ANTONI;1.237;0,06
JOSE VICTOR;1.236;0,06
ISMAIL;1.233;0,06
SERGIO ANTONIO;1.231;0,06
ALEJANDRO JESUS;1.229;0,06
RAFAEL MANUEL;1.223;0,06
EUDALD;1.221;0,059
JOAQUIN JOSE;1.220;0,059
MUSTAFA;1.220;0,059
PEDRO VICENTE;1.220;0,059
